39,3
79,6,0
80,5,1
81,4,2
82,3,3
83,2,4
84,1,5
85,14,1
86,15,7
87,11,8
88,12,9
89,13,10
90,10,11
91,9,12
92,8,13
93,7,14
94,16,1
95,17,16
96,18,17
97,19,18
98,20,19
99,21,20
100,22,21
101,25,19
102,24,23
103,23,24
104,26,23
105,27,26
106,28,22
107,29,28
108,30,29
109,31,30
110,32,31
111,33,32
112,34,33
113,35,34
114,36,35
115,37,36
116,38,37
117,39,38
