39,3
672,113,0
673,112,1
674,111,2
675,110,3
676,109,4
677,108,5
678,121,1
679,122,7
680,118,8
681,119,9
682,120,10
683,117,11
684,116,12
685,115,13
686,114,14
687,123,1
688,124,16
689,125,17
690,126,18
691,127,19
692,128,20
693,129,21
694,132,19
695,131,23
696,130,24
697,133,23
698,134,26
699,135,22
700,136,28
701,137,29
702,138,30
703,139,31
704,140,32
705,141,33
706,142,34
707,143,35
708,144,36
709,145,37
710,146,38
