39,3
1,6,0
2,5,1
3,4,2
4,3,3
5,2,4
6,1,5
7,14,1
8,15,7
9,11,8
10,12,9
11,13,10
12,10,11
13,9,12
14,8,13
15,7,14
16,16,1
17,17,16
18,18,17
19,19,18
20,20,19
21,21,20
22,22,21
23,25,19
24,24,23
25,23,24
26,26,23
27,27,26
28,28,22
29,29,28
30,30,29
31,31,30
32,32,31
33,33,32
34,34,33
35,35,34
36,36,35
37,37,36
38,38,37
39,39,38
