39,3
633,113,0
634,112,1
635,111,2
636,110,3
637,109,4
638,108,5
639,121,1
640,122,7
641,118,8
642,119,9
643,120,10
644,117,11
645,116,12
646,115,13
647,114,14
648,123,1
649,124,16
650,125,17
651,126,18
652,127,19
653,128,20
654,129,21
655,132,19
656,131,23
657,130,24
658,133,23
659,134,26
660,135,22
661,136,28
662,137,29
663,138,30
664,139,31
665,140,32
666,141,33
667,142,34
668,143,35
669,144,36
670,145,37
671,146,38
