39,3
594,113,0
595,112,1
596,111,2
597,110,3
598,109,4
599,108,5
600,121,1
601,122,7
602,118,8
603,119,9
604,120,10
605,117,11
606,116,12
607,115,13
608,114,14
609,123,1
610,124,16
611,125,17
612,126,18
613,127,19
614,128,20
615,129,21
616,132,19
617,131,23
618,130,24
619,133,23
620,134,26
621,135,22
622,136,28
623,137,29
624,138,30
625,139,31
626,140,32
627,141,33
628,142,34
629,143,35
630,144,36
631,145,37
632,146,38
